date,item,sales,marketing_expense,economic_indicator,competitor_pricing
3/31/2022,1,13,2872,114,98
4/1/2022,1,26,3529,111,91
4/2/2022,1,21,3735,109,91
4/3/2022,1,17,2590,109,93
4/4/2022,1,22,3803,134,91
4/5/2022,1,21,2973,121,91
4/6/2022,1,25,3749,137,90
4/7/2022,1,25,3186,140,91
4/8/2022,1,23,3633,132,93
4/9/2022,1,20,3529,105,90
4/10/2022,1,19,3862,111,95
4/11/2022,1,21,3659,105,91
4/12/2022,1,17,3524,129,98
4/13/2022,1,25,3254,109,91
4/14/2022,1,15,3062,102,95
4/15/2022,1,20,3042,132,92
4/16/2022,1,32,2948,127,90
4/17/2022,1,13,2655,110,93
4/18/2022,1,21,3388,115,90
4/19/2022,1,19,3181,124,92
4/20/2022,1,26,3062,131,93
4/21/2022,1,27,3254,133,92
4/22/2022,1,19,3833,108,96
4/23/2022,1,22,3832,136,94
4/24/2022,1,17,2990,114,95
4/25/2022,1,26,3158,105,93
4/26/2022,1,22,3348,116,94
4/27/2022,1,26,3105,122,98
4/28/2022,1,25,2838,122,93
4/29/2022,1,32,3161,113,94
4/30/2022,1,33,3138,128,93
5/1/2022,1,15,3603,125,94
5/2/2022,1,21,2798,123,98
5/3/2022,1,29,3732,123,90
5/4/2022,1,19,2598,106,92
5/5/2022,1,28,2621,106,93
5/6/2022,1,34,3197,105,93
5/7/2022,1,31,2599,132,91
5/8/2022,1,24,3253,130,90
5/9/2022,1,32,2953,110,97
5/10/2022,1,17,3163,119,91
5/11/2022,1,18,3269,113,95
5/12/2022,1,26,3906,108,95
5/13/2022,1,25,3903,112,92
5/14/2022,1,32,3677,127,91
5/15/2022,1,17,3449,138,91
5/16/2022,1,24,3437,123,91
5/17/2022,1,16,3994,138,93
5/18/2022,1,32,2735,140,94
5/19/2022,1,35,2882,132,92
5/20/2022,1,34,2970,123,95
5/21/2022,1,25,3453,121,91
5/22/2022,1,20,3253,121,94
5/23/2022,1,15,2742,108,92
5/24/2022,1,30,3619,109,92
5/25/2022,1,22,2754,135,98
5/26/2022,1,24,3665,108,97
5/27/2022,1,35,2923,122,90
5/28/2022,1,33,3674,111,91
5/29/2022,1,23,2717,109,97
5/30/2022,1,17,3036,140,96
5/31/2022,1,20,3327,115,94
6/1/2022,1,29,3584,119,92
6/2/2022,1,25,3000,113,91
6/3/2022,1,36,2729,100,91
6/4/2022,1,27,3234,139,97
6/5/2022,1,22,3288,124,92
6/6/2022,1,22,3731,121,93
6/7/2022,1,29,3477,108,98
6/8/2022,1,26,2846,140,90
6/9/2022,1,16,3820,116,91
6/10/2022,1,41,3962,140,93
6/11/2022,1,28,2609,135,95
6/12/2022,1,23,2843,101,91
6/13/2022,1,26,3646,114,97
6/14/2022,1,32,2737,115,92
6/15/2022,1,30,3582,100,94
6/16/2022,1,26,3100,100,98
6/17/2022,1,31,3822,130,90
6/18/2022,1,38,2612,104,90
6/19/2022,1,30,3969,139,90
6/20/2022,1,22,3090,100,93
6/21/2022,1,26,3031,134,91
6/22/2022,1,24,3960,100,94
6/23/2022,1,26,3858,116,94
6/24/2022,1,30,2947,120,90
6/25/2022,1,26,3166,129,97
6/26/2022,1,21,3797,117,91
6/27/2022,1,32,3793,104,96
6/28/2022,1,50,3454,123,97
6/29/2022,1,28,3085,122,97
6/30/2022,1,28,3641,109,91
7/1/2022,1,31,3632,123,92
7/2/2022,1,38,3761,139,92
7/3/2022,1,18,3640,105,92
7/4/2022,1,23,2986,107,94
7/5/2022,1,23,3885,107,92
7/6/2022,1,31,3707,115,93
7/7/2022,1,32,3690,133,92
7/8/2022,1,27,3803,132,92
7/9/2022,1,32,2511,124,96
7/10/2022,1,16,2619,103,98
7/11/2022,1,23,2825,126,96
7/12/2022,1,29,3246,121,94
7/13/2022,1,22,3937,135,91
7/14/2022,1,38,3120,109,91
7/15/2022,1,40,3959,138,95
7/16/2022,1,36,2600,103,90
7/17/2022,1,20,3145,108,94
7/18/2022,1,26,3116,132,90
7/19/2022,1,24,3099,110,91
7/20/2022,1,37,3326,130,98
7/21/2022,1,27,3912,134,94
7/22/2022,1,35,3593,134,98
7/23/2022,1,32,3309,106,97
7/24/2022,1,27,3934,103,95
7/25/2022,1,20,3621,123,96
7/26/2022,1,28,3868,121,96
7/27/2022,1,35,3535,104,98
7/28/2022,1,25,3766,121,95
7/29/2022,1,30,3851,117,92
7/30/2022,1,26,3093,136,92
7/31/2022,1,22,2947,111,97
8/1/2022,1,18,3117,100,93
8/2/2022,1,19,3761,140,96
8/3/2022,1,25,2696,102,92
8/4/2022,1,26,3715,129,91
8/5/2022,1,35,2960,127,92
8/6/2022,1,29,3898,134,94
8/7/2022,1,20,3479,115,93
8/8/2022,1,28,2801,109,97
8/9/2022,1,28,3960,106,96
8/10/2022,1,31,2764,126,92
8/11/2022,1,25,2505,139,91
8/12/2022,1,32,2944,106,90
8/13/2022,1,32,3578,113,90
8/14/2022,1,26,3913,137,93
8/15/2022,1,18,3838,116,92
8/16/2022,1,24,3277,119,98
8/17/2022,1,21,3262,140,94
8/18/2022,1,35,3336,131,93
8/19/2022,1,29,3237,131,92
8/20/2022,1,27,3840,123,98
8/21/2022,1,19,3206,127,93
8/22/2022,1,28,3943,137,94
8/23/2022,1,26,3221,106,93
8/24/2022,1,15,3801,129,95
8/25/2022,1,30,3435,130,96
8/26/2022,1,38,2767,117,94
8/27/2022,1,26,3103,127,92
8/28/2022,1,15,3125,115,98
8/29/2022,1,21,2554,111,94
8/30/2022,1,22,2913,127,98
8/31/2022,1,26,3095,127,94
9/1/2022,1,38,2894,135,97
9/2/2022,1,26,3837,125,97
9/3/2022,1,23,3923,132,90
9/4/2022,1,12,2872,131,90
9/5/2022,1,26,3616,123,98
9/6/2022,1,24,3801,129,90
9/7/2022,1,29,3363,131,93
9/8/2022,1,28,3198,119,90
9/9/2022,1,28,3201,126,93
9/10/2022,1,30,3716,100,98
9/11/2022,1,16,3152,129,98
9/12/2022,1,20,3793,115,96
9/13/2022,1,13,3166,103,95
9/14/2022,1,26,2906,121,98
9/15/2022,1,28,3434,136,98
9/16/2022,1,27,3499,123,95
9/17/2022,1,30,3134,114,94
9/18/2022,1,22,3938,114,94
9/19/2022,1,21,2568,140,94
9/20/2022,1,20,2882,115,97
9/21/2022,1,20,3378,106,98
9/22/2022,1,28,3233,139,94
9/23/2022,1,37,2616,135,91
9/24/2022,1,24,3076,119,90
9/25/2022,1,14,3242,102,93
9/26/2022,1,18,2545,132,91
9/27/2022,1,27,2648,139,91
9/28/2022,1,23,2569,128,90
9/29/2022,1,28,3051,130,95
9/30/2022,1,30,3982,114,92
10/1/2022,1,21,3994,103,93
10/2/2022,1,12,3751,102,90
10/3/2022,1,18,3776,107,94
10/4/2022,1,15,2658,132,98
10/5/2022,1,20,2689,136,98
10/6/2022,1,19,2865,120,97
10/7/2022,1,22,3920,100,96
10/8/2022,1,19,2947,138,98
10/9/2022,1,9,2824,139,97
10/10/2022,1,23,3414,139,91
10/11/2022,1,14,3747,109,95
10/12/2022,1,24,2601,128,92
10/13/2022,1,23,3468,133,95
10/14/2022,1,26,2758,129,93
10/15/2022,1,28,3729,137,96
10/16/2022,1,19,3914,124,96
10/17/2022,1,17,3952,107,93
10/18/2022,1,15,3218,111,92
10/19/2022,1,26,3814,112,96
10/20/2022,1,22,3257,112,97
10/21/2022,1,26,3000,105,95
10/22/2022,1,32,2783,125,97
10/23/2022,1,20,3574,136,98
10/24/2022,1,23,3870,106,97
10/25/2022,1,22,2753,138,97
10/26/2022,1,28,3354,126,94
10/27/2022,1,20,3152,109,90
10/28/2022,1,22,3541,131,94
10/29/2022,1,29,3365,100,96
10/30/2022,1,22,3805,115,93
10/31/2022,1,24,3655,110,98
11/1/2022,1,16,2733,130,92
11/2/2022,1,21,2922,138,97
11/3/2022,1,18,3195,109,98
11/4/2022,1,34,3629,124,92
11/5/2022,1,23,3619,135,94
11/6/2022,1,17,3526,119,95
11/7/2022,1,23,3421,106,95
11/8/2022,1,14,3133,113,90
11/9/2022,1,21,3996,126,91
11/10/2022,1,19,3832,124,92
11/11/2022,1,24,3311,128,96
11/12/2022,1,27,3367,132,94
11/13/2022,1,22,2653,130,92
11/14/2022,1,16,2716,133,92
11/15/2022,1,19,3595,130,97
11/16/2022,1,22,2746,133,94
11/17/2022,1,25,3781,120,93
11/18/2022,1,31,3746,124,94
11/19/2022,1,32,3840,112,96
11/20/2022,1,21,3099,120,90
11/21/2022,1,29,2598,136,93
11/22/2022,1,27,3764,102,93
11/23/2022,1,25,3881,104,97
11/24/2022,1,22,2546,106,92
11/25/2022,1,29,3996,114,95
11/26/2022,1,24,3913,107,90
11/27/2022,1,10,3847,131,95
11/28/2022,1,14,2521,112,96
11/29/2022,1,28,3598,107,92
11/30/2022,1,15,3497,127,97
12/1/2022,1,19,2672,124,90
12/2/2022,1,16,3296,120,97
12/3/2022,1,31,3214,122,94
12/4/2022,1,7,3560,116,94
12/5/2022,1,20,2625,118,97
12/6/2022,1,17,3310,106,98
12/7/2022,1,18,2519,140,97
12/8/2022,1,17,3486,123,98
12/9/2022,1,27,3245,128,95
12/10/2022,1,20,3498,114,94
12/11/2022,1,20,3554,106,92
12/12/2022,1,13,3137,101,97
12/13/2022,1,17,2713,131,96
12/14/2022,1,14,3724,105,90
12/15/2022,1,16,3245,107,90
12/16/2022,1,15,2722,127,95
12/17/2022,1,22,2999,105,96
12/18/2022,1,19,3299,134,90
12/19/2022,1,7,2694,130,94
12/20/2022,1,16,2667,113,98
12/21/2022,1,12,3295,108,90
12/22/2022,1,6,2954,107,95
12/23/2022,1,18,2793,117,91
12/24/2022,1,19,2942,112,92
12/25/2022,1,13,3040,101,93
12/26/2022,1,16,3280,109,92
12/27/2022,1,14,3344,108,97
12/28/2022,1,19,2987,101,95
12/29/2022,1,15,3550,122,95
12/30/2022,1,27,2832,102,96
12/31/2022,1,23,2933,129,95
1/1/2018,1,12,2578,134,98
1/2/2018,1,16,2529,118,91
1/3/2018,1,16,3134,122,93
1/4/2018,1,20,3024,100,93
1/5/2018,1,16,3258,121,97
1/6/2018,1,18,2797,138,90
1/7/2018,1,12,3380,101,98
1/8/2018,1,11,3154,103,94
1/9/2018,1,16,2846,112,97
1/10/2018,1,10,3071,137,95
1/11/2018,1,15,3796,106,97
1/12/2018,1,22,3251,106,98
1/13/2018,1,30,3055,119,95
1/14/2018,1,14,2716,100,92
1/15/2018,1,17,2803,102,94
1/16/2018,1,14,3751,140,90
1/17/2018,1,14,3778,103,90
1/18/2018,1,12,3927,139,98
1/19/2018,1,18,2554,100,98
1/20/2018,1,24,2834,140,97
1/21/2018,1,13,3219,110,94
1/22/2018,1,11,2519,112,95
1/23/2018,1,19,3674,104,91
1/24/2018,1,14,2719,113,92
1/25/2018,1,17,3353,129,97
1/26/2018,1,14,3888,125,98
1/27/2018,1,12,3749,111,98
1/28/2018,1,15,3464,127,91
1/29/2018,1,18,2839,128,97
1/30/2018,1,10,2576,122,95
1/31/2018,1,16,2525,103,92
2/1/2018,1,16,3259,106,90
2/2/2018,1,23,2790,111,93
2/3/2018,1,14,3093,135,93
2/4/2018,1,18,3624,113,97
2/5/2018,1,16,3564,100,94
2/6/2018,1,12,2881,127,96
2/7/2018,1,19,3448,135,96
2/8/2018,1,13,2588,122,94
2/9/2018,1,15,3427,139,94
2/10/2018,1,21,3254,126,95
2/11/2018,1,11,3397,121,96
2/12/2018,1,14,3039,125,92
2/13/2018,1,19,3195,104,98
2/14/2018,1,14,2811,140,97
2/15/2018,1,17,3108,112,90
2/16/2018,1,25,3097,127,98
2/17/2018,1,26,3603,106,95
2/18/2018,1,13,3891,123,98
2/19/2018,1,22,3917,106,92
2/20/2018,1,21,3174,127,93
2/21/2018,1,9,3134,134,90
2/22/2018,1,21,3346,126,98
2/23/2018,1,15,3919,101,96
2/24/2018,1,20,2924,135,94
2/25/2018,1,17,3522,137,97
2/26/2018,1,16,2960,101,95
2/27/2018,1,11,3566,121,90
2/28/2018,1,22,2508,110,93
3/1/2018,1,27,2605,103,92
3/2/2018,1,23,3681,138,98
3/3/2018,1,29,3734,108,97
3/4/2018,1,25,3707,114,90
3/5/2018,1,13,3645,137,91
3/6/2018,1,21,3290,100,98
3/7/2018,1,19,3733,121,93
3/8/2018,1,20,3081,125,97
3/9/2018,1,31,2795,102,98
3/10/2018,1,32,3246,139,93
3/11/2018,1,17,2994,106,92
3/12/2018,1,20,3926,113,94
3/13/2018,1,22,3999,116,92
3/14/2018,1,17,3800,139,94
3/15/2018,1,17,3807,129,91
3/16/2018,1,23,2562,126,98
3/17/2018,1,20,2638,134,97
3/18/2018,1,12,3783,109,98
3/19/2018,1,17,3062,107,97
3/20/2018,1,20,2605,119,96
3/21/2018,1,25,3640,120,98
3/22/2018,1,28,2656,102,94
3/23/2018,1,30,3874,135,90
3/24/2018,1,30,2740,128,97
3/25/2018,1,17,3253,128,95
3/26/2018,1,23,3599,128,90
3/27/2018,1,17,3896,129,92
3/28/2018,1,21,3803,116,93
3/29/2018,1,21,3111,112,93
3/30/2018,1,26,3223,125,93
3/31/2018,1,23,3737,100,91
4/1/2018,1,16,2925,124,97
4/2/2018,1,29,2649,104,94
4/3/2018,1,34,3194,135,95
4/4/2018,1,30,3248,124,98
4/5/2018,1,23,2643,116,90
4/6/2018,1,28,3823,110,90
4/7/2018,1,32,3608,124,91
4/8/2018,1,15,3960,126,92
4/9/2018,1,23,2942,106,96
4/10/2018,1,16,3128,109,95
4/11/2018,1,26,3522,100,98
4/12/2018,1,22,3955,115,91
4/13/2018,1,26,3928,114,98
4/14/2018,1,39,3296,140,94
4/15/2018,1,17,3524,140,92
4/16/2018,1,19,3282,122,93
4/17/2018,1,25,2923,138,96
4/18/2018,1,28,3362,102,92
4/19/2018,1,29,3966,118,97
4/20/2018,1,29,3907,130,91
4/21/2018,1,22,2652,120,95
4/22/2018,1,17,3658,125,93
4/23/2018,1,19,3321,121,90
4/24/2018,1,21,3338,105,90
4/25/2018,1,31,3594,110,92
4/26/2018,1,29,2680,108,91
4/27/2018,1,25,2548,132,98
4/28/2018,1,20,2699,117,92
4/29/2018,1,21,2633,130,98
4/30/2018,1,32,2815,138,90
5/1/2018,1,29,3120,111,92
5/2/2018,1,30,3776,128,90
5/3/2018,1,28,3450,137,96
5/4/2018,1,29,3065,118,97
5/5/2018,1,32,2787,130,94
5/6/2018,1,20,2697,127,96
5/7/2018,1,21,3323,139,93
5/8/2018,1,29,3685,114,95
5/9/2018,1,25,3386,109,96
5/10/2018,1,35,3589,136,94
5/11/2018,1,23,2753,119,95
5/12/2018,1,38,3904,135,91
5/13/2018,1,20,2858,127,93
5/14/2018,1,30,2555,121,94
5/15/2018,1,26,2683,107,98
5/16/2018,1,26,2704,132,90
5/17/2018,1,45,3394,101,93
5/18/2018,1,28,2877,101,95
5/19/2018,1,29,2979,122,98
5/20/2018,1,20,2849,124,92
5/21/2018,1,22,3332,132,95
5/22/2018,1,25,3971,126,94
5/23/2018,1,31,3632,116,91
5/24/2018,1,16,3368,105,98
5/25/2018,1,24,2638,118,92
5/26/2018,1,42,3588,133,93
5/27/2018,1,18,3434,114,91
5/28/2018,1,17,2510,129,96
5/29/2018,1,26,2970,103,97
5/30/2018,1,26,3777,112,94
5/31/2018,1,33,3675,102,90
6/1/2018,1,44,2826,108,91
6/2/2018,1,44,2938,135,95
6/3/2018,1,23,3732,108,93
6/4/2018,1,22,3827,110,91
6/5/2018,1,32,3899,122,93
6/6/2018,1,29,3077,132,97
6/7/2018,1,28,3775,117,93
6/8/2018,1,36,2685,127,98
6/9/2018,1,22,3090,124,95
6/10/2018,1,16,3427,114,97
6/11/2018,1,26,3484,137,94
6/12/2018,1,25,3485,111,91
6/13/2018,1,26,3115,136,92
6/14/2018,1,33,2623,133,92
6/15/2018,1,37,3874,101,93
6/16/2018,1,34,2505,111,97
6/17/2018,1,26,3838,112,97
6/18/2018,1,22,3109,140,96
6/19/2018,1,18,3244,114,92
6/20/2018,1,21,3745,107,95
6/21/2018,1,36,2575,137,95
6/22/2018,1,28,3591,125,97
6/23/2018,1,30,3687,135,95
6/24/2018,1,25,3295,103,92
6/25/2018,1,32,3642,107,92
6/26/2018,1,26,3719,106,97
6/27/2018,1,25,2660,118,92
6/28/2018,1,24,3082,118,97
6/29/2018,1,27,3719,100,93
6/30/2018,1,28,2755,137,96
7/1/2018,1,24,2721,116,94
7/2/2018,1,19,3159,110,95
7/3/2018,1,30,3140,130,92
7/4/2018,1,25,3520,102,96
7/5/2018,1,42,3815,129,95
7/6/2018,1,32,3202,106,91
7/7/2018,1,31,2737,136,92
7/8/2018,1,27,3974,115,95
7/9/2018,1,29,3570,140,93
7/10/2018,1,28,3384,132,98
7/11/2018,1,36,2594,102,93
7/12/2018,1,40,2711,102,98
7/13/2018,1,27,2866,129,91
7/14/2018,1,27,3217,103,95
7/15/2018,1,17,3265,128,94
7/16/2018,1,21,3090,122,90
7/17/2018,1,31,2537,108,94
7/18/2018,1,34,3167,112,95
7/19/2018,1,37,2912,106,98
7/20/2018,1,36,2762,132,91
7/21/2018,1,34,2618,120,97
7/22/2018,1,30,3565,109,96
7/23/2018,1,28,2880,105,96
7/24/2018,1,24,2591,140,91
7/25/2018,1,33,2562,137,96
7/26/2018,1,30,3821,137,95
7/27/2018,1,45,3174,131,98
7/28/2018,1,27,2579,116,94
7/29/2018,1,24,3567,137,96
7/30/2018,1,24,3008,127,91
7/31/2018,1,19,2722,100,97
8/1/2018,1,23,2616,134,93
8/2/2018,1,32,2697,136,97
8/3/2018,1,30,3492,109,96
8/4/2018,1,30,2938,116,97
8/5/2018,1,18,2592,126,96
8/6/2018,1,22,2679,124,97
8/7/2018,1,24,2653,107,94
8/8/2018,1,30,3254,111,96
8/9/2018,1,30,3911,138,90
8/10/2018,1,25,3875,131,98
8/11/2018,1,27,3566,113,95
8/12/2018,1,27,3543,101,91
8/13/2018,1,14,3995,122,92
8/14/2018,1,26,2881,120,98
8/15/2018,1,26,3286,138,97
8/16/2018,1,27,2573,121,95
8/17/2018,1,30,3763,110,91
8/18/2018,1,25,2630,100,94
8/19/2018,1,24,3416,104,92
8/20/2018,1,18,3123,110,98
8/21/2018,1,14,2909,135,93
8/22/2018,1,27,3150,108,93
8/23/2018,1,27,3468,119,95
8/24/2018,1,26,2533,103,96
8/25/2018,1,28,2836,114,93
8/26/2018,1,23,2647,100,96
8/27/2018,1,29,3596,120,92
8/28/2018,1,30,3449,102,93
8/29/2018,1,32,2836,101,96
8/30/2018,1,35,2543,132,93
8/31/2018,1,26,2723,120,95
9/1/2018,1,25,2909,136,90
9/2/2018,1,21,3433,140,97
9/3/2018,1,23,3459,126,91
9/4/2018,1,22,3839,119,97
9/5/2018,1,28,2811,140,93
9/6/2018,1,23,3189,138,90
9/7/2018,1,23,3368,129,98
9/8/2018,1,38,3159,101,95
9/9/2018,1,18,3424,120,94
9/10/2018,1,23,2673,105,93
9/11/2018,1,18,2797,129,92
9/12/2018,1,24,3545,114,91
9/13/2018,1,28,3146,125,97
9/14/2018,1,23,3497,110,91
9/15/2018,1,27,3521,124,97
9/16/2018,1,26,2890,132,98
9/17/2018,1,23,2680,134,93
9/18/2018,1,27,3329,125,90
9/19/2018,1,26,3426,109,91
9/20/2018,1,18,2705,119,98
9/21/2018,1,29,3240,101,92
9/22/2018,1,36,3113,109,97
9/23/2018,1,16,2547,130,90
9/24/2018,1,32,2664,105,95
9/25/2018,1,25,2669,113,98
9/26/2018,1,28,2761,140,97
9/27/2018,1,23,3818,110,96
9/28/2018,1,25,2815,105,97
9/29/2018,1,21,3609,128,91
9/30/2018,1,14,2643,125,97
10/1/2018,1,21,3410,127,94
10/2/2018,1,25,3934,116,91
10/3/2018,1,24,2572,131,96
10/4/2018,1,34,3937,131,90
10/5/2018,1,25,3811,121,91
10/6/2018,1,25,3830,131,92
10/7/2018,1,20,3722,105,91
10/8/2018,1,24,3619,122,96
10/9/2018,1,23,2976,124,98
10/10/2018,1,23,3926,107,96
10/11/2018,1,27,2925,105,91
10/12/2018,1,29,3789,130,90
10/13/2018,1,22,2878,132,95
10/14/2018,1,27,3935,102,97
10/15/2018,1,15,3426,103,96
10/16/2018,1,14,3050,125,94
10/17/2018,1,36,3018,118,98
10/18/2018,1,21,2924,105,91
10/19/2018,1,29,3096,114,92
10/20/2018,1,35,3229,137,92
10/21/2018,1,15,3120,112,93
10/22/2018,1,18,3174,127,91
10/23/2018,1,23,3486,115,98
10/24/2018,1,23,2586,131,94
10/25/2018,1,22,2828,121,94
10/26/2018,1,23,2716,130,98
10/27/2018,1,18,2956,137,95
10/28/2018,1,23,2822,106,95
10/29/2018,1,18,3731,110,95
10/30/2018,1,20,3571,106,95
10/31/2018,1,34,3586,138,95
11/1/2018,1,31,2985,139,98
11/2/2018,1,23,3770,138,93
11/3/2018,1,17,2686,115,98
11/4/2018,1,15,3260,114,95
11/5/2018,1,24,2940,112,97
11/6/2018,1,28,3677,134,91
11/7/2018,1,19,3507,135,93
11/8/2018,1,26,2658,135,96
11/9/2018,1,35,3896,118,91
11/10/2018,1,41,2924,132,91
11/11/2018,1,21,3734,101,96
11/12/2018,1,24,2721,105,94
11/13/2018,1,18,3246,135,90
11/14/2018,1,24,3027,103,92
11/15/2018,1,32,3873,102,93
11/16/2018,1,29,2958,102,95
11/17/2018,1,30,2692,126,97
11/18/2018,1,19,2527,101,90
11/19/2018,1,26,3511,104,92
11/20/2018,1,24,3567,115,92
11/21/2018,1,20,3581,125,94
11/22/2018,1,19,2844,101,98
11/23/2018,1,23,2805,127,97
11/24/2018,1,18,2535,111,96
11/25/2018,1,13,2931,127,90
11/26/2018,1,22,2799,118,92
11/27/2018,1,17,2756,121,92
11/28/2018,1,22,2646,132,93
11/29/2018,1,29,2760,100,96
11/30/2018,1,24,3688,103,92
12/1/2018,1,20,3960,101,90
12/2/2018,1,11,3226,111,94
12/3/2018,1,17,3476,119,98
12/4/2018,1,16,3600,129,97
12/5/2018,1,27,3514,105,98
12/6/2018,1,20,3918,107,98
12/7/2018,1,26,3128,111,97
12/8/2018,1,19,2626,123,96
12/9/2018,1,12,2813,135,91
12/10/2018,1,22,3357,135,96
12/11/2018,1,23,2897,131,95
12/12/2018,1,10,3819,115,92
12/13/2018,1,21,2842,135,93
12/14/2018,1,18,3036,140,90
12/15/2018,1,24,3957,135,92
12/16/2018,1,10,3201,102,93
12/17/2018,1,10,3795,105,91
12/18/2018,1,15,3751,137,95
12/19/2018,1,12,3544,112,98
12/20/2018,1,21,3868,104,94
12/21/2018,1,24,3524,104,90
12/22/2018,1,18,2943,118,97
12/23/2018,1,7,3700,114,97
12/24/2018,1,20,3446,104,93
12/25/2018,1,11,2684,108,90
12/26/2018,1,15,3144,102,94
12/27/2018,1,20,2727,115,91
12/28/2018,1,18,3481,122,95
12/29/2018,1,24,3408,120,90
12/30/2018,1,20,3191,126,97
12/31/2018,1,18,3680,127,98
1/1/2019,1,19,3161,108,98
1/2/2019,1,17,3545,104,93
1/3/2019,1,14,3318,136,97
1/4/2019,1,16,3444,121,90
1/5/2019,1,24,3607,135,91
1/6/2019,1,23,2516,101,95
1/7/2019,1,16,3562,100,95
1/8/2019,1,13,3533,137,97
1/9/2019,1,21,2730,113,93
1/10/2019,1,25,2940,133,93
1/11/2019,1,16,3246,126,97
1/12/2019,1,21,3324,107,97
1/13/2019,1,15,3103,108,92
1/14/2019,1,20,2729,103,93
1/15/2019,1,17,3045,127,98
1/16/2019,1,21,3412,110,96
1/17/2019,1,19,2975,111,92
1/18/2019,1,15,3876,131,96
1/19/2019,1,25,2700,128,96
1/20/2019,1,8,3332,114,90
1/21/2019,1,14,3838,125,93
1/22/2019,1,16,3929,133,92
1/23/2019,1,26,3639,138,90
1/24/2019,1,26,3873,105,97
1/25/2019,1,20,3179,127,95
1/26/2019,1,19,2794,124,92
1/27/2019,1,14,2773,128,94
1/28/2019,1,11,3501,138,92
1/29/2019,1,15,2835,124,90
1/30/2019,1,21,3699,118,92
1/31/2019,1,17,3007,133,97
2/1/2019,1,36,2650,110,96
2/2/2019,1,17,2884,120,90
2/3/2019,1,12,3067,136,92
2/4/2019,1,24,3466,117,97
2/5/2019,1,8,2757,130,95
2/6/2019,1,28,2511,102,91
2/7/2019,1,19,2985,105,93
2/8/2019,1,25,2908,133,91
2/9/2019,1,10,2769,115,93
2/10/2019,1,18,2895,133,96
2/11/2019,1,13,2510,139,94
2/12/2019,1,13,2892,128,92
2/13/2019,1,8,3303,117,94
2/14/2019,1,24,2803,139,96
2/15/2019,1,21,3800,114,93
2/16/2019,1,29,2889,124,95
2/17/2019,1,12,3572,140,97
2/18/2019,1,16,3621,110,92
2/19/2019,1,19,3760,114,90
2/20/2019,1,23,2868,137,95
2/21/2019,1,29,3573,132,91
2/22/2019,1,28,3115,130,91
2/23/2019,1,18,3071,118,90
2/24/2019,1,12,3648,122,98
2/25/2019,1,23,3203,122,95
2/26/2019,1,24,2711,110,92
2/27/2019,1,22,3007,136,93
2/28/2019,1,23,3738,108,94
3/1/2019,1,29,3302,137,93
3/2/2019,1,24,3893,122,95
3/3/2019,1,25,3628,102,95
3/4/2019,1,25,2691,106,97
3/5/2019,1,19,3977,132,92
3/6/2019,1,16,3532,114,95
3/7/2019,1,18,3430,133,93
3/8/2019,1,36,3388,140,97
3/9/2019,1,21,3983,129,95
3/10/2019,1,17,2587,107,93
3/11/2019,1,27,3783,106,93
3/12/2019,1,21,2504,122,97
3/13/2019,1,21,3820,123,96
3/14/2019,1,19,3584,108,94
3/15/2019,1,34,3459,101,95
3/16/2019,1,20,3918,118,90
3/17/2019,1,19,2828,114,93
3/18/2019,1,21,2878,127,91
3/19/2019,1,24,2732,114,92
3/20/2019,1,22,3162,127,96
3/21/2019,1,23,3803,137,97
3/22/2019,1,28,2884,113,95
3/23/2019,1,39,2595,130,94
3/24/2019,1,21,3501,113,96
3/25/2019,1,27,3660,110,98
3/26/2019,1,27,3027,105,93
3/27/2019,1,23,2763,102,90
3/28/2019,1,22,3198,124,98
3/29/2019,1,24,3619,120,94
3/30/2019,1,26,3335,138,97
3/31/2019,1,15,3543,133,98
4/1/2019,1,23,2889,100,97
4/2/2019,1,17,3652,122,94
4/3/2019,1,24,2961,128,90
4/4/2019,1,26,2655,104,97
4/5/2019,1,33,3925,119,95
4/6/2019,1,40,3994,115,92
4/7/2019,1,18,3574,133,91
4/8/2019,1,25,3677,120,91
4/9/2019,1,23,2830,118,92
4/10/2019,1,28,3363,102,98
4/11/2019,1,23,3572,128,96
4/12/2019,1,33,2957,112,98
4/13/2019,1,31,3494,105,94
4/14/2019,1,22,3503,109,96
4/15/2019,1,27,3171,131,91
4/16/2019,1,19,3615,126,94
4/17/2019,1,30,3235,137,94
4/18/2019,1,22,3665,138,93
4/19/2019,1,35,3801,126,95
4/20/2019,1,42,3190,108,92
4/21/2019,1,20,3268,111,94
4/22/2019,1,28,2865,136,90
4/23/2019,1,19,3764,132,97
4/24/2019,1,29,3628,117,97
4/25/2019,1,22,3163,139,93
4/26/2019,1,23,3710,113,95
4/27/2019,1,28,3331,131,90
4/28/2019,1,17,3564,105,90
4/29/2019,1,26,3939,126,95
4/30/2019,1,21,2789,108,92
5/1/2019,1,30,2956,100,91
5/2/2019,1,40,2920,112,97
5/3/2019,1,33,3818,112,96
5/4/2019,1,37,3455,135,90
5/5/2019,1,21,3215,128,96
5/6/2019,1,25,3393,132,94
5/7/2019,1,29,2614,135,92
5/8/2019,1,34,3935,120,92
5/9/2019,1,32,3827,116,97
5/10/2019,1,32,3990,102,92
5/11/2019,1,27,3002,114,93
5/12/2019,1,16,3952,136,95
5/13/2019,1,22,2582,138,92
5/14/2019,1,30,3360,125,92
5/15/2019,1,38,3271,123,91
