date,item,sales,marketing_expense,economic_indicator,competitor_pricing
10/17/2018,5,10,3296,120,97
10/18/2018,5,18,3561,139,94
10/19/2018,5,14,2595,138,95
10/20/2018,5,12,2634,105,95
10/21/2018,5,8,3553,138,92
10/22/2018,5,11,3712,129,93
10/23/2018,5,14,3369,121,93
10/24/2018,5,19,3385,139,94
10/25/2018,5,12,2570,109,91
10/26/2018,5,17,3237,136,93
10/27/2018,5,11,3124,107,96
10/28/2018,5,14,2953,137,91
10/29/2018,5,13,2571,127,93
10/30/2018,5,7,2556,107,92
10/31/2018,5,8,3223,123,92
11/1/2018,5,12,2852,118,95
11/2/2018,5,12,2978,135,95
11/3/2018,5,13,2538,106,92
11/4/2018,5,6,3246,137,92
11/5/2018,5,7,3052,140,96
11/6/2018,5,14,2865,124,91
11/7/2018,5,14,3091,139,91
11/8/2018,5,16,2595,139,95
11/9/2018,5,7,2669,140,91
11/10/2018,5,15,2563,134,96
11/11/2018,5,14,3111,126,91
11/12/2018,5,10,3764,124,93
11/13/2018,5,15,3437,106,95
11/14/2018,5,12,2753,134,97
11/15/2018,5,11,3151,128,94
11/16/2018,5,9,2688,132,93
11/17/2018,5,12,2858,121,97
11/18/2018,5,4,3623,109,96
11/19/2018,5,10,3338,135,92
11/20/2018,5,7,2568,142,91
11/21/2018,5,13,2579,131,93
11/22/2018,5,13,3308,118,93
11/23/2018,5,20,3719,109,92
11/24/2018,5,19,3749,119,92
11/25/2018,5,13,3750,123,94
11/26/2018,5,12,3333,125,96
11/27/2018,5,18,3562,138,94
11/28/2018,5,8,3762,113,97
11/29/2018,5,10,2600,117,93
11/30/2018,5,11,2689,113,96
12/1/2018,5,8,2869,104,96
12/2/2018,5,10,3785,123,97
12/3/2018,5,4,3061,113,91
12/4/2018,5,8,3286,114,93
12/5/2018,5,7,3660,124,97
12/6/2018,5,9,3062,118,94
12/7/2018,5,6,2957,135,95
12/8/2018,5,12,2830,139,92
12/9/2018,5,10,2685,142,94
12/10/2018,5,8,2969,133,94
12/11/2018,5,6,2633,141,92
12/12/2018,5,8,3134,119,92
12/13/2018,5,8,2598,117,96
12/14/2018,5,6,3144,120,97
12/15/2018,5,8,2618,135,95
12/16/2018,5,8,2679,108,96
12/17/2018,5,4,3636,112,97
12/18/2018,5,6,2765,131,96
12/19/2018,5,10,3547,104,96
12/20/2018,5,8,3621,110,93
12/21/2018,5,8,2905,125,95
12/22/2018,5,12,2985,112,97
12/23/2018,5,5,3402,122,97
12/24/2018,5,3,3199,142,96
12/25/2018,5,12,2772,132,95
12/26/2018,5,11,3574,109,91
12/27/2018,5,8,3244,136,92
12/28/2018,5,12,2658,105,95
12/29/2018,5,9,2904,132,93
12/30/2018,5,3,2727,104,93
12/31/2018,5,8,2866,107,92
1/1/2019,5,11,3148,109,94
1/2/2019,5,6,2949,107,92
1/3/2019,5,5,2582,140,97
1/4/2019,5,8,2603,111,92
1/5/2019,5,9,2756,141,96
1/6/2019,5,3,3742,142,96
1/7/2019,5,6,3683,113,92
1/8/2019,5,7,2822,106,91
1/9/2019,5,8,3693,132,92
1/10/2019,5,10,3731,115,94
1/11/2019,5,8,2876,139,91
1/12/2019,5,15,2953,120,96
1/13/2019,5,8,3297,136,94
1/14/2019,5,14,2999,135,94
1/15/2019,5,14,2992,135,97
1/16/2019,5,8,2754,131,96
1/17/2019,5,9,3029,140,91
1/18/2019,5,7,3653,104,96
1/19/2019,5,8,3450,122,93
1/20/2019,5,2,2638,103,94
1/21/2019,5,7,2903,130,94
1/22/2019,5,7,3694,133,95
1/23/2019,5,8,2931,104,91
1/24/2019,5,5,3394,117,94
1/25/2019,5,8,3581,140,95
1/26/2019,5,5,3396,123,95
1/27/2019,5,8,2573,132,93
1/28/2019,5,9,2573,134,97
1/29/2019,5,10,3442,120,92
1/30/2019,5,14,3630,135,93
1/31/2019,5,6,3211,128,95
2/1/2019,5,13,3210,140,94
2/2/2019,5,6,2748,139,97
2/3/2019,5,2,2962,133,93
2/4/2019,5,10,3650,133,91
2/5/2019,5,12,3687,139,97
2/6/2019,5,19,3542,137,97
2/7/2019,5,13,3578,122,91
2/8/2019,5,12,3092,106,91
2/9/2019,5,12,3713,138,92
2/10/2019,5,8,3629,107,91
2/11/2019,5,11,2640,106,94
2/12/2019,5,5,3049,134,95
2/13/2019,5,7,2866,129,91
2/14/2019,5,12,3294,135,93
2/15/2019,5,9,2737,109,93
2/16/2019,5,13,3151,135,93
2/17/2019,5,5,2569,124,97
2/18/2019,5,7,3122,132,91
2/19/2019,5,16,3187,139,93
2/20/2019,5,6,2508,133,95
2/21/2019,5,9,2686,130,94
2/22/2019,5,9,3466,130,95
2/23/2019,5,14,2945,110,91
2/24/2019,5,4,3211,118,94
2/25/2019,5,8,2681,131,91
2/26/2019,5,7,2802,118,93
2/27/2019,5,21,3497,108,93
2/28/2019,5,8,2723,126,97
3/1/2019,5,13,2658,105,91
3/2/2019,5,10,3432,117,92
3/3/2019,5,11,2962,121,94
3/4/2019,5,10,2766,123,94
3/5/2019,5,13,2845,106,94
3/6/2019,5,12,3739,125,92
3/7/2019,5,9,3725,109,95
3/8/2019,5,20,3794,142,95
3/9/2019,5,17,3058,109,96
3/10/2019,5,5,3702,113,96
3/11/2019,5,7,2514,113,95
3/12/2019,5,9,2944,139,97
3/13/2019,5,9,2877,135,95
3/14/2019,5,12,2729,128,96
3/15/2019,5,14,2539,107,93
3/16/2019,5,11,3621,107,92
3/17/2019,5,8,3488,130,92
3/18/2019,5,15,2868,122,93
3/19/2019,5,11,2920,140,91
3/20/2019,5,8,2503,132,93
3/21/2019,5,16,2697,124,94
3/22/2019,5,15,2829,122,94
3/23/2019,5,13,3586,128,96
3/24/2019,5,10,2819,116,96
3/25/2019,5,11,3552,108,97
3/26/2019,5,10,3598,139,94
3/27/2019,5,10,3543,112,97
3/28/2019,5,9,3471,137,91
3/29/2019,5,12,3508,138,94
3/30/2019,5,25,2571,138,95
3/31/2019,5,4,3448,127,97
4/1/2019,5,9,3593,108,95
4/2/2019,5,15,2685,105,92
4/3/2019,5,15,2724,142,94
4/4/2019,5,10,3243,121,92
4/5/2019,5,17,2944,132,94
4/6/2019,5,16,2851,117,92
4/7/2019,5,11,2574,111,93
4/8/2019,5,10,3114,119,92
4/9/2019,5,17,2522,136,92
4/10/2019,5,15,2633,121,92
4/11/2019,5,15,3233,139,95
4/12/2019,5,18,2766,127,95
4/13/2019,5,16,3542,141,97
4/14/2019,5,14,3739,104,97
4/15/2019,5,18,3093,119,93
4/16/2019,5,20,2935,130,95
4/17/2019,5,27,3399,131,91
4/18/2019,5,17,3626,125,91
4/19/2019,5,16,3597,138,93
4/20/2019,5,23,3068,111,92
4/21/2019,5,9,3375,134,94
4/22/2019,5,13,2659,138,91
4/23/2019,5,13,3341,107,92
4/24/2019,5,18,2886,111,96
4/25/2019,5,20,2632,117,97
4/26/2019,5,11,2737,138,95
4/27/2019,5,15,2708,106,93
4/28/2019,5,12,2551,115,96
4/29/2019,5,12,2992,110,95
4/30/2019,5,15,3642,118,97
5/1/2019,5,21,3546,138,96
5/2/2019,5,15,3614,114,94
5/3/2019,5,16,3087,119,91
5/4/2019,5,18,3538,124,91
5/5/2019,5,15,2763,121,91
5/6/2019,5,18,2677,126,97
5/7/2019,5,17,3509,137,95
5/8/2019,5,13,3353,135,96
5/9/2019,5,20,2916,135,93
5/10/2019,5,20,2961,118,95
5/11/2019,5,12,3751,122,96
5/12/2019,5,12,3131,110,93
5/13/2019,5,11,3618,104,97
5/14/2019,5,21,2935,141,96
5/15/2019,5,11,3150,135,94
5/16/2019,5,18,2826,118,95
5/17/2019,5,22,3549,103,92
5/18/2019,5,26,3273,124,97
5/19/2019,5,12,3274,130,92
5/20/2019,5,14,2969,129,93
5/21/2019,5,17,2633,138,94
5/22/2019,5,9,3006,127,93
5/23/2019,5,21,3772,121,96
5/24/2019,5,20,2582,119,97
5/25/2019,5,13,3350,119,96
5/26/2019,5,11,3005,108,96
5/27/2019,5,12,3191,111,94
5/28/2019,5,12,2807,134,92
5/29/2019,5,16,3247,107,95
5/30/2019,5,9,3161,134,96
5/31/2019,5,20,2903,103,95
6/1/2019,5,22,3033,137,95
6/2/2019,5,15,3473,135,94
6/3/2019,5,12,2640,104,97
6/4/2019,5,12,2865,120,95
6/5/2019,5,21,2511,142,93
6/6/2019,5,16,3355,132,96
6/7/2019,5,14,3672,109,97
6/8/2019,5,14,2622,122,92
6/9/2019,5,15,3579,105,97
6/10/2019,5,16,2768,120,96
6/11/2019,5,17,3584,135,94
6/12/2019,5,17,3348,134,93
6/13/2019,5,25,2565,129,95
6/14/2019,5,16,2610,109,97
6/15/2019,5,16,3474,107,97
6/16/2019,5,18,2967,130,97
6/17/2019,5,12,2511,142,92
6/18/2019,5,17,2988,123,92
6/19/2019,5,13,3084,103,95
6/20/2019,5,13,3623,109,94
6/21/2019,5,17,3315,120,92
6/22/2019,5,27,2694,119,93
6/23/2019,5,10,2927,109,97
6/24/2019,5,18,3166,117,94
6/25/2019,5,13,2975,130,93
6/26/2019,5,16,3047,111,95
6/27/2019,5,10,2692,112,93
6/28/2019,5,13,2974,103,92
6/29/2019,5,24,2981,136,95
6/30/2019,5,16,3372,125,94
7/1/2019,5,13,3070,133,92
7/2/2019,5,19,3220,125,93
7/3/2019,5,21,2728,116,93
7/4/2019,5,12,2741,109,91
7/5/2019,5,17,2584,112,96
7/6/2019,5,25,2836,115,96
7/7/2019,5,14,3172,142,96
7/8/2019,5,10,2889,125,96
7/9/2019,5,19,2735,114,91
7/10/2019,5,21,3116,124,96
7/11/2019,5,18,3692,135,91
7/12/2019,5,23,2695,104,96
7/13/2019,5,24,2947,142,97
7/14/2019,5,12,2927,135,97
7/15/2019,5,14,3714,127,95
7/16/2019,5,9,3447,135,94
7/17/2019,5,13,3294,138,97
7/18/2019,5,16,2645,140,93
7/19/2019,5,19,2518,124,96
7/20/2019,5,16,3277,133,97
7/21/2019,5,18,3350,128,96
7/22/2019,5,13,3241,117,93
7/23/2019,5,27,3333,111,94
7/24/2019,5,21,3621,132,91
7/25/2019,5,20,2902,112,91
7/26/2019,5,25,3139,138,94
7/27/2019,5,21,3339,135,94
7/28/2019,5,9,3690,108,95
7/29/2019,5,9,3409,135,91
7/30/2019,5,12,2955,126,97
7/31/2019,5,18,3017,108,93
8/1/2019,5,12,2955,133,93
8/2/2019,5,20,2571,135,96
8/3/2019,5,16,3075,129,91
8/4/2019,5,7,3045,113,91
8/5/2019,5,18,3684,137,91
8/6/2019,5,20,3480,129,96
8/7/2019,5,14,3429,134,91
8/8/2019,5,14,2811,123,96
8/9/2019,5,17,3241,104,96
8/10/2019,5,15,3348,115,92
8/11/2019,5,16,3449,127,96
8/12/2019,5,19,3407,106,94
8/13/2019,5,11,3432,115,94
8/14/2019,5,18,2918,117,91
8/15/2019,5,11,3260,107,94
8/16/2019,5,13,3606,103,91
8/17/2019,5,25,2522,132,93
8/18/2019,5,11,3692,127,93
8/19/2019,5,8,3147,137,96
8/20/2019,5,20,2644,106,96
8/21/2019,5,12,3204,137,92
8/22/2019,5,13,3616,117,92
8/23/2019,5,18,3542,122,97
8/24/2019,5,19,3756,137,92
8/25/2019,5,8,3275,130,95
8/26/2019,5,9,2797,106,95
8/27/2019,5,12,3545,105,97
8/28/2019,5,18,2683,138,91
8/29/2019,5,14,3004,133,95
8/30/2019,5,17,2722,124,97
8/31/2019,5,22,2549,106,94
9/1/2019,5,12,2903,136,95
9/2/2019,5,17,2835,122,91
9/3/2019,5,19,2642,130,95
9/4/2019,5,16,2910,133,97
9/5/2019,5,13,2818,121,92
9/6/2019,5,20,3287,107,93
9/7/2019,5,19,3239,114,94
9/8/2019,5,15,2595,122,94
9/9/2019,5,18,3370,129,94
9/10/2019,5,9,2752,130,95
9/11/2019,5,11,3526,138,91
9/12/2019,5,15,3435,126,96
9/13/2019,5,19,3768,109,96
9/14/2019,5,23,3191,139,94
9/15/2019,5,7,2657,130,96
9/16/2019,5,9,3521,130,97
9/17/2019,5,15,3491,138,95
9/18/2019,5,16,2647,136,93
9/19/2019,5,15,3472,142,91
9/20/2019,5,12,3513,129,96
9/21/2019,5,17,3167,121,96
9/22/2019,5,6,2546,128,97
9/23/2019,5,18,3594,122,91
9/24/2019,5,16,3230,133,93
9/25/2019,5,12,3523,106,96
9/26/2019,5,6,3540,141,93
9/27/2019,5,12,2644,134,96
9/28/2019,5,9,3623,107,91
9/29/2019,5,11,2865,123,95
9/30/2019,5,10,2522,105,94
10/1/2019,5,14,3668,129,93
10/2/2019,5,14,3701,123,97
10/3/2019,5,10,3263,108,92
10/4/2019,5,5,3090,130,95
10/5/2019,5,11,3256,127,91
10/6/2019,5,13,3026,137,91
10/7/2019,5,9,2571,137,95
10/8/2019,5,9,3733,136,91
10/9/2019,5,13,3697,103,94
10/10/2019,5,8,3275,135,91
10/11/2019,5,14,2598,115,95
10/12/2019,5,7,2797,116,95
10/13/2019,5,9,2581,103,93
10/14/2019,5,11,3168,115,92
10/15/2019,5,14,3217,118,91
10/16/2019,5,12,3413,121,94
10/17/2019,5,12,3015,109,92
10/18/2019,5,17,3177,110,93
10/19/2019,5,15,3342,110,91
10/20/2019,5,8,2879,119,91
10/21/2019,5,12,3079,128,95
10/22/2019,5,20,3520,124,94
10/23/2019,5,15,3213,124,91
10/24/2019,5,15,2690,110,91
10/25/2019,5,18,3614,111,94
10/26/2019,5,10,2856,109,92
10/27/2019,5,3,3687,121,93
10/28/2019,5,10,2716,141,97
10/29/2019,5,9,3056,113,92
10/30/2019,5,11,3353,105,97
10/31/2019,5,14,3274,121,91
11/1/2019,5,13,3145,134,94
11/2/2019,5,13,2870,129,95
11/3/2019,5,18,3065,131,95
11/4/2019,5,10,2818,137,91
11/5/2019,5,15,3774,116,94
11/6/2019,5,15,3193,138,95
11/7/2019,5,18,3396,136,97
11/8/2019,5,19,3346,108,91
11/9/2019,5,22,3687,126,96
11/10/2019,5,11,2945,106,94
11/11/2019,5,11,3559,130,95
11/12/2019,5,8,3601,109,91
11/13/2019,5,12,3267,119,96
11/14/2019,5,19,3761,128,91
11/15/2019,5,14,3143,127,94
11/16/2019,5,20,3619,133,92
11/17/2019,5,8,3301,132,95
11/18/2019,5,19,3474,139,97
11/19/2019,5,22,3215,127,91
11/20/2019,5,14,3259,127,91
11/21/2019,5,12,3725,127,94
11/22/2019,5,17,2562,111,93
11/23/2019,5,12,2933,113,93
11/24/2019,5,8,2562,125,93
11/25/2019,5,7,3258,135,96
11/26/2019,5,15,3406,129,93
11/27/2019,5,13,2541,138,91
11/28/2019,5,13,3013,139,92
11/29/2019,5,10,2739,135,97
11/30/2019,5,18,3656,110,97
12/1/2019,5,4,3138,126,97
12/2/2019,5,8,3731,110,97
12/3/2019,5,12,3612,126,95
12/4/2019,5,10,3796,129,94
12/5/2019,5,11,3559,122,93
12/6/2019,5,9,3241,109,92
12/7/2019,5,7,3067,112,96
12/8/2019,5,10,2635,115,93
12/9/2019,5,11,3720,109,97
12/10/2019,5,9,3056,112,91
12/11/2019,5,4,3514,133,97
12/12/2019,5,14,2612,128,91
12/13/2019,5,9,3684,139,96
12/14/2019,5,11,2956,127,94
12/15/2019,5,14,3202,107,91
12/16/2019,5,7,2975,106,93
12/17/2019,5,8,2873,112,95
12/18/2019,5,5,2716,119,97
12/19/2019,5,10,2768,128,97
12/20/2019,5,10,3425,120,93
12/21/2019,5,13,3727,130,92
12/22/2019,5,9,3002,114,96
12/23/2019,5,14,3681,117,95
12/24/2019,5,6,3341,109,95
12/25/2019,5,7,2974,129,94
12/26/2019,5,8,3452,123,95
12/27/2019,5,10,3237,127,96
12/28/2019,5,8,3095,114,91
12/29/2019,5,13,2909,127,97
12/30/2019,5,11,2965,105,97
12/31/2019,5,6,2504,107,93
1/1/2020,5,7,3266,136,92
1/2/2020,5,12,3642,106,96
1/3/2020,5,8,3106,138,92
1/4/2020,5,9,3353,137,91
1/5/2020,5,9,3555,128,91
1/6/2020,5,10,3371,105,94
1/7/2020,5,8,3147,104,96
1/8/2020,5,8,3423,118,95
1/9/2020,5,16,3687,140,95
1/10/2020,5,8,3510,126,97
1/11/2020,5,10,3750,137,93
1/12/2020,5,10,2783,107,96
1/13/2020,5,11,2931,114,95
1/14/2020,5,7,3276,121,95
1/15/2020,5,8,2552,107,94
1/16/2020,5,13,2758,130,97
1/17/2020,5,7,2883,131,91
1/18/2020,5,13,2586,108,96
1/19/2020,5,8,2649,128,92
1/20/2020,5,7,2832,121,91
1/21/2020,5,9,2656,132,95
1/22/2020,5,8,3742,128,97
1/23/2020,5,13,3213,127,91
1/24/2020,5,8,3776,121,94
1/25/2020,5,11,3649,120,96
1/26/2020,5,15,3610,106,95
1/27/2020,5,10,3316,123,94
1/28/2020,5,5,2604,106,96
1/29/2020,5,6,3645,107,94
1/30/2020,5,10,3395,119,96
1/31/2020,5,8,2657,114,96
2/1/2020,5,12,2602,104,92
2/2/2020,5,12,2540,131,92
2/3/2020,5,10,3687,128,93
2/4/2020,5,10,3450,133,92
2/5/2020,5,11,3285,135,96
2/6/2020,5,19,2747,117,97
2/7/2020,5,11,3482,135,95
2/8/2020,5,18,3783,128,97
2/9/2020,5,11,3634,126,93
2/10/2020,5,7,2849,108,97
2/11/2020,5,8,3655,132,95
2/12/2020,5,4,3446,115,96
2/13/2020,5,6,3597,118,91
2/14/2020,5,13,2997,136,97
2/15/2020,5,6,3506,128,95
2/16/2020,5,10,3067,110,91
2/17/2020,5,9,3001,121,93
2/18/2020,5,13,3084,119,91
2/19/2020,5,3,3200,142,91
2/20/2020,5,9,3537,107,96
2/21/2020,5,8,2786,118,94
2/22/2020,5,8,2918,109,97
2/23/2020,5,2,2585,136,95
2/24/2020,5,11,3118,120,96
2/25/2020,5,16,2525,108,93
2/26/2020,5,12,3568,141,96
2/27/2020,5,12,2990,126,95
2/28/2020,5,6,2804,124,93
3/1/2020,5,15,3254,111,96
3/2/2020,5,6,3293,126,91
3/3/2020,5,11,3608,118,95
3/4/2020,5,15,3790,131,97
3/5/2020,5,12,3749,108,94
3/6/2020,5,14,3230,113,95
3/7/2020,5,17,3097,129,96
3/8/2020,5,13,2600,113,92
3/9/2020,5,8,2602,104,94
3/10/2020,5,7,2627,124,95
3/11/2020,5,17,2548,112,96
3/12/2020,5,13,3367,123,95
3/13/2020,5,14,3444,133,94
3/14/2020,5,15,2741,122,93
3/15/2020,5,14,3080,125,94
3/16/2020,5,11,3487,133,94
3/17/2020,5,11,3215,105,95
3/18/2020,5,11,3136,118,91
3/19/2020,5,20,2564,138,92
3/20/2020,5,15,3517,129,95
3/21/2020,5,11,2589,122,93
3/22/2020,5,14,2616,119,91
3/23/2020,5,8,3311,106,96
3/24/2020,5,5,2602,111,91
3/25/2020,5,11,2605,137,92
3/26/2020,5,12,3504,109,93
3/27/2020,5,10,2591,116,93
3/28/2020,5,12,3386,137,93
3/29/2020,5,13,3602,113,92
3/30/2020,5,12,2576,106,93
3/31/2020,5,13,3326,118,96
4/1/2020,5,13,3278,108,95
4/2/2020,5,12,2893,142,96
4/3/2020,5,17,3115,111,92
4/4/2020,5,14,3078,103,92
4/5/2020,5,22,2825,139,96
4/6/2020,5,14,3000,103,93
4/7/2020,5,17,2684,136,92
4/8/2020,5,8,3379,115,91
4/9/2020,5,17,3495,113,92
4/10/2020,5,16,3529,117,97
4/11/2020,5,16,2866,127,92
4/12/2020,5,22,3119,137,91
4/13/2020,5,16,3783,133,91
4/14/2020,5,20,3703,132,94
4/15/2020,5,20,3058,136,91
4/16/2020,5,22,3076,138,97
4/17/2020,5,17,3162,123,93
4/18/2020,5,28,2907,120,95
4/19/2020,5,21,3268,110,92
4/20/2020,5,10,2630,135,97
4/21/2020,5,16,3502,137,94
4/22/2020,5,18,2742,131,95
4/23/2020,5,13,2888,103,91
4/24/2020,5,11,2871,119,92
4/25/2020,5,27,3176,140,96
4/26/2020,5,15,2690,109,96
4/27/2020,5,9,3601,121,91
4/28/2020,5,13,3371,124,97
4/29/2020,5,14,3251,128,95
4/30/2020,5,17,3102,140,92
5/1/2020,5,15,3271,103,92
5/2/2020,5,16,3798,108,91
5/3/2020,5,18,2675,103,97
5/4/2020,5,15,3355,126,92
5/5/2020,5,14,3183,113,92
5/6/2020,5,12,3069,106,94
5/7/2020,5,17,3584,107,94
5/8/2020,5,20,2882,112,93
5/9/2020,5,11,2762,115,97
5/10/2020,5,21,3142,135,97
5/11/2020,5,14,3484,134,97
5/12/2020,5,16,3075,107,94
5/13/2020,5,16,3728,138,91
5/14/2020,5,15,3767,117,93
5/15/2020,5,19,2655,135,92
5/16/2020,5,15,3264,105,91
5/17/2020,5,15,3160,106,94
5/18/2020,5,10,3254,104,95
5/19/2020,5,19,3389,113,97
5/20/2020,5,13,3098,132,92
5/21/2020,5,16,3473,103,97
5/22/2020,5,8,3511,129,94
5/23/2020,5,16,3595,105,95
5/24/2020,5,21,3134,114,91
5/25/2020,5,13,3462,125,94
5/26/2020,5,6,3277,127,91
5/27/2020,5,17,2775,124,96
5/28/2020,5,22,2528,104,91
5/29/2020,5,17,3201,114,97
5/30/2020,5,15,2980,140,95
5/31/2020,5,13,3593,119,97
6/1/2020,5,15,3660,119,92
6/2/2020,5,12,3785,132,97
6/3/2020,5,15,3354,107,97
6/4/2020,5,16,3217,137,91
6/5/2020,5,9,2977,121,94
6/6/2020,5,17,2932,107,94
6/7/2020,5,21,2825,112,93
6/8/2020,5,16,3073,140,91
6/9/2020,5,16,2674,103,92
6/10/2020,5,15,3047,119,94
6/11/2020,5,23,3095,139,94
6/12/2020,5,27,3007,124,91
6/13/2020,5,13,2526,112,94
6/14/2020,5,24,2832,113,95
6/15/2020,5,8,2753,142,92
6/16/2020,5,10,3557,118,96
6/17/2020,5,11,3308,109,95
6/18/2020,5,16,2761,110,93
6/19/2020,5,16,3790,103,91
6/20/2020,5,20,2633,125,96
6/21/2020,5,23,2821,121,97
6/22/2020,5,19,2794,127,97
6/23/2020,5,20,3430,116,96
6/24/2020,5,8,3460,124,97
6/25/2020,5,19,2585,121,93
6/26/2020,5,19,2590,124,96
6/27/2020,5,12,2700,133,93
6/28/2020,5,21,3758,104,94
6/29/2020,5,15,2946,114,91
6/30/2020,5,16,2901,142,93
7/1/2020,5,18,2563,136,95
7/2/2020,5,24,3058,109,92
7/3/2020,5,15,3181,120,91
7/4/2020,5,21,3411,124,96
7/5/2020,5,19,3386,112,95
7/6/2020,5,24,3349,121,97
7/7/2020,5,19,3688,131,93
7/8/2020,5,21,3333,119,91
7/9/2020,5,23,3344,112,93
7/10/2020,5,20,3028,122,95
7/11/2020,5,27,3240,142,93
7/12/2020,5,23,2555,117,94
7/13/2020,5,12,3142,127,97
7/14/2020,5,11,3533,104,91
7/15/2020,5,17,3468,105,91
7/16/2020,5,21,3530,118,94
7/17/2020,5,19,3199,142,96
7/18/2020,5,22,3155,134,93
7/19/2020,5,20,2824,115,91
7/20/2020,5,18,3652,139,91
7/21/2020,5,20,2944,137,91
7/22/2020,5,15,3163,128,91
7/23/2020,5,17,2505,128,96
7/24/2020,5,16,3581,135,93
7/25/2020,5,20,2523,122,92
7/26/2020,5,19,2831,105,96
7/27/2020,5,16,2682,114,93
7/28/2020,5,14,3060,133,94
7/29/2020,5,19,3377,115,92
7/30/2020,5,17,3764,113,96
7/31/2020,5,21,2921,135,94
8/1/2020,5,16,2541,134,95
8/2/2020,5,25,2756,113,92
8/3/2020,5,12,3503,137,97
8/4/2020,5,15,3354,127,94
8/5/2020,5,14,2941,120,94
8/6/2020,5,15,2757,124,92
8/7/2020,5,25,3345,126,91
8/8/2020,5,23,3620,142,92
8/9/2020,5,18,3599,110,96
8/10/2020,5,16,2586,133,92
8/11/2020,5,15,3675,135,91
8/12/2020,5,11,3145,122,91
8/13/2020,5,14,3602,125,95
8/14/2020,5,6,3624,133,94
8/15/2020,5,16,3745,127,91
8/16/2020,5,17,3351,129,96
8/17/2020,5,13,2918,142,95
8/18/2020,5,11,2893,126,96
8/19/2020,5,15,2999,132,92
8/20/2020,5,20,3294,131,94
8/21/2020,5,19,2610,104,94
8/22/2020,5,19,3326,118,91
8/23/2020,5,21,2859,140,96
8/24/2020,5,10,3100,121,93
8/25/2020,5,16,3659,134,93
8/26/2020,5,13,3607,118,95
8/27/2020,5,19,3724,105,91
8/28/2020,5,11,3632,112,96
8/29/2020,5,18,3218,107,96
8/30/2020,5,15,3348,108,91
8/31/2020,5,10,3711,119,91
9/1/2020,5,15,2797,142,92
9/2/2020,5,20,2752,107,91
9/3/2020,5,10,2526,103,92
9/4/2020,5,13,3371,128,96
9/5/2020,5,22,3043,126,95
9/6/2020,5,14,3429,137,94
9/7/2020,5,10,3731,131,97
9/8/2020,5,18,3018,134,91
9/9/2020,5,19,3595,104,94
9/10/2020,5,20,3002,120,92
9/11/2020,5,14,2514,107,97
9/12/2020,5,10,3144,129,96
9/13/2020,5,12,3217,116,96
9/14/2020,5,8,3680,113,96
9/15/2020,5,20,3146,112,96
9/16/2020,5,8,2982,133,96
9/17/2020,5,10,3487,142,91
9/18/2020,5,10,3511,128,97
9/19/2020,5,9,2985,120,92
9/20/2020,5,16,3102,118,94
9/21/2020,5,12,2646,109,97
9/22/2020,5,6,3735,128,91
9/23/2020,5,16,2836,129,94
9/24/2020,5,10,3265,123,93
9/25/2020,5,16,3115,120,95
9/26/2020,5,14,3068,126,97
9/27/2020,5,17,3790,105,93
9/28/2020,5,11,2902,135,92
9/29/2020,5,6,2863,106,95
9/30/2020,5,11,2902,138,92
10/1/2020,5,20,2868,121,96
10/2/2020,5,15,3312,142,92
10/3/2020,5,20,3236,141,94
10/4/2020,5,22,3790,109,95
10/5/2020,5,12,3352,116,95
10/6/2020,5,11,3614,109,93
10/7/2020,5,16,2557,138,91
10/8/2020,5,14,2637,126,95
10/9/2020,5,13,3749,141,95
10/10/2020,5,17,2998,128,97
10/11/2020,5,13,3661,103,92
10/12/2020,5,9,2942,142,96
10/13/2020,5,5,3259,108,92
10/14/2020,5,12,2693,119,93
10/15/2020,5,14,3259,106,97
10/16/2020,5,20,3247,126,97
10/17/2020,5,19,3686,111,94
10/18/2020,5,23,3051,111,97
10/19/2020,5,12,2871,129,96
10/20/2020,5,8,3407,118,93
10/21/2020,5,11,3308,138,97
10/22/2020,5,14,3654,112,93
10/23/2020,5,10,2702,123,93
10/24/2020,5,15,3054,108,94
10/25/2020,5,22,3472,122,95
10/26/2020,5,12,2665,137,91
10/27/2020,5,9,3341,128,95
10/28/2020,5,15,2966,107,93
10/29/2020,5,16,2890,119,97
10/30/2020,5,14,2627,106,94
10/31/2020,5,11,3038,139,96
11/1/2020,5,16,3350,138,94
11/2/2020,5,9,2755,122,94
11/3/2020,5,14,2725,122,97
11/4/2020,5,11,2938,116,95
11/5/2020,5,14,3656,128,93
11/6/2020,5,19,3150,131,93
11/7/2020,5,20,3671,109,93
11/8/2020,5,27,3489,119,93
11/9/2020,5,12,3634,106,94
11/10/2020,5,14,3722,142,92
11/11/2020,5,14,3292,112,94
11/12/2020,5,15,3659,130,93
11/13/2020,5,18,3044,127,93
11/14/2020,5,15,3145,126,97
11/15/2020,5,25,3054,136,97
11/16/2020,5,16,2608,104,95
11/17/2020,5,13,3786,129,92
11/18/2020,5,10,2656,126,96
11/19/2020,5,15,3612,104,94
11/20/2020,5,16,3471,135,96
11/21/2020,5,13,3368,125,96
11/22/2020,5,15,2808,125,93
11/23/2020,5,20,3062,121,93
11/24/2020,5,9,3373,122,94
11/25/2020,5,18,2562,129,91
11/26/2020,5,11,2584,105,96
11/27/2020,5,13,3206,118,91
11/28/2020,5,22,3609,115,93
11/29/2020,5,16,2574,110,92
11/30/2020,5,12,3219,111,97
12/1/2020,5,10,3042,107,96
