date,warehouse,item,units,sales
5/25/2020,5,5,15,900
5/26/2020,5,5,21,1260
5/27/2020,5,5,14,840
5/28/2020,5,5,8,480
5/29/2020,5,5,11,660
5/30/2020,5,5,17,1020
5/31/2020,5,5,20,1200
6/1/2020,5,5,9,540
6/2/2020,5,5,12,720
6/3/2020,5,5,21,1260
6/4/2020,5,5,19,1140
6/5/2020,5,5,29,1740
6/6/2020,5,5,19,1140
6/7/2020,5,5,17,1020
6/8/2020,5,5,13,780
6/9/2020,5,5,20,1200
6/10/2020,5,5,12,720
6/11/2020,5,5,8,480
6/12/2020,5,5,17,1020
6/13/2020,5,5,18,1080
6/14/2020,5,5,21,1260
6/15/2020,5,5,12,720
6/16/2020,5,5,18,1080
6/17/2020,5,5,18,1080
6/18/2020,5,5,9,540
6/19/2020,5,5,14,840
6/20/2020,5,5,18,1080
6/21/2020,5,5,19,1140
6/22/2020,5,5,12,720
6/23/2020,5,5,17,1020
6/24/2020,5,5,10,600
6/25/2020,5,5,14,840
6/26/2020,5,5,18,1080
6/27/2020,5,5,22,1320
6/28/2020,5,5,16,960
6/29/2020,5,5,14,840
6/30/2020,5,5,16,960
7/1/2020,5,5,14,840
7/2/2020,5,5,11,660
7/3/2020,5,5,17,1020
7/4/2020,5,5,23,1380
7/5/2020,5,5,31,1860
7/6/2020,5,5,21,1260
7/7/2020,5,5,21,1260
7/8/2020,5,5,16,960
7/9/2020,5,5,21,1260
7/10/2020,5,5,14,840
7/11/2020,5,5,18,1080
7/12/2020,5,5,28,1680
7/13/2020,5,5,11,660
7/14/2020,5,5,16,960
7/15/2020,5,5,14,840
7/16/2020,5,5,21,1260
7/17/2020,5,5,19,1140
7/18/2020,5,5,27,1620
7/19/2020,5,5,27,1620
7/20/2020,5,5,17,1020
7/21/2020,5,5,13,780
7/22/2020,5,5,16,960
7/23/2020,5,5,10,600
7/24/2020,5,5,17,1020
7/25/2020,5,5,18,1080
7/26/2020,5,5,18,1080
7/27/2020,5,5,14,840
7/28/2020,5,5,16,960
7/29/2020,5,5,20,1200
7/30/2020,5,5,22,1320
7/31/2020,5,5,23,1380
8/1/2020,5,5,13,780
8/2/2020,5,5,22,1320
8/3/2020,5,5,7,420
8/4/2020,5,5,13,780
8/5/2020,5,5,16,960
8/6/2020,5,5,12,720
8/7/2020,5,5,18,1080
8/8/2020,5,5,18,1080
8/9/2020,5,5,21,1260
8/10/2020,5,5,3,180
8/11/2020,5,5,12,720
8/12/2020,5,5,18,1080
8/13/2020,5,5,16,960
8/14/2020,5,5,19,1140
8/15/2020,5,5,15,900
8/16/2020,5,5,21,1260
8/17/2020,5,5,15,900
8/18/2020,5,5,15,900
8/19/2020,5,5,16,960
8/20/2020,5,5,9,540
8/21/2020,5,5,15,900
8/22/2020,5,5,13,780
8/23/2020,5,5,18,1080
8/24/2020,5,5,10,600
8/25/2020,5,5,12,720
8/26/2020,5,5,16,960
8/27/2020,5,5,26,1560
8/28/2020,5,5,23,1380
8/29/2020,5,5,33,1980
8/30/2020,5,5,20,1200
8/31/2020,5,5,9,540
9/1/2020,5,5,13,780
9/2/2020,5,5,12,720
9/3/2020,5,5,12,720
9/4/2020,5,5,19,1140
9/5/2020,5,5,14,840
9/6/2020,5,5,13,780
9/7/2020,5,5,7,420
9/8/2020,5,5,15,900
9/9/2020,5,5,15,900
9/10/2020,5,5,18,1080
9/11/2020,5,5,13,780
9/12/2020,5,5,19,1140
9/13/2020,5,5,15,900
9/14/2020,5,5,14,840
9/15/2020,5,5,20,1200
9/16/2020,5,5,17,1020
9/17/2020,5,5,15,900
9/18/2020,5,5,20,1200
9/19/2020,5,5,9,540
9/20/2020,5,5,14,840
9/21/2020,5,5,7,420
9/22/2020,5,5,14,840
9/23/2020,5,5,21,1260
9/24/2020,5,5,11,660
9/25/2020,5,5,20,1200
9/26/2020,5,5,10,600
9/27/2020,5,5,10,600
9/28/2020,5,5,15,900
9/29/2020,5,5,16,960
9/30/2020,5,5,14,840
10/1/2020,5,5,14,840
10/2/2020,5,5,14,840
10/3/2020,5,5,12,720
10/4/2020,5,5,20,1200
10/5/2020,5,5,7,420
10/6/2020,5,5,17,1020
10/7/2020,5,5,9,540
10/8/2020,5,5,20,1200
10/9/2020,5,5,17,1020
10/10/2020,5,5,13,780
10/11/2020,5,5,14,840
10/12/2020,5,5,12,720
10/13/2020,5,5,13,780
10/14/2020,5,5,17,1020
10/15/2020,5,5,12,720
10/16/2020,5,5,20,1200
10/17/2020,5,5,22,1320
10/18/2020,5,5,7,420
10/19/2020,5,5,12,720
10/20/2020,5,5,10,600
10/21/2020,5,5,6,360
10/22/2020,5,5,8,480
10/23/2020,5,5,20,1200
10/24/2020,5,5,19,1140
10/25/2020,5,5,24,1440
10/26/2020,5,5,9,540
10/27/2020,5,5,12,720
10/28/2020,5,5,18,1080
10/29/2020,5,5,18,1080
10/30/2020,5,5,8,480
10/31/2020,5,5,23,1380
11/1/2020,5,5,17,1020
11/2/2020,5,5,13,780
11/3/2020,5,5,13,780
11/4/2020,5,5,11,660
11/5/2020,5,5,10,600
11/6/2020,5,5,15,900
11/7/2020,5,5,16,960
11/8/2020,5,5,17,1020
11/9/2020,5,5,19,1140
11/10/2020,5,5,15,900
11/11/2020,5,5,14,840
11/12/2020,5,5,11,660
11/13/2020,5,5,13,780
11/14/2020,5,5,10,600
11/15/2020,5,5,17,1020
11/16/2020,5,5,14,840
11/17/2020,5,5,13,780
11/18/2020,5,5,11,660
11/19/2020,5,5,17,1020
11/20/2020,5,5,15,900
11/21/2020,5,5,14,840
11/22/2020,5,5,16,960
11/23/2020,5,5,8,480
11/24/2020,5,5,13,780
11/25/2020,5,5,14,840
11/26/2020,5,5,13,780
11/27/2020,5,5,12,720
11/28/2020,5,5,15,900
11/29/2020,5,5,11,660
11/30/2020,5,5,14,840
12/1/2020,5,5,8,480
12/2/2020,5,5,11,660
12/3/2020,5,5,11,660
12/4/2020,5,5,11,660
12/5/2020,5,5,11,660
12/6/2020,5,5,15,900
12/7/2020,5,5,6,360
12/8/2020,5,5,10,600
12/9/2020,5,5,9,540
12/10/2020,5,5,7,420
12/11/2020,5,5,12,720
12/12/2020,5,5,9,540
12/13/2020,5,5,12,720
12/14/2020,5,5,10,600
12/15/2020,5,5,13,780
12/16/2020,5,5,16,960
12/17/2020,5,5,8,480
12/18/2020,5,5,12,720
12/19/2020,5,5,18,1080
12/20/2020,5,5,12,720
12/21/2020,5,5,6,360
12/22/2020,5,5,10,600
12/23/2020,5,5,8,480
12/24/2020,5,5,9,540
12/25/2020,5,5,7,420
12/26/2020,5,5,12,720
12/27/2020,5,5,13,780
12/28/2020,5,5,12,720
12/29/2020,5,5,7,420
12/30/2020,5,5,8,480
12/31/2020,5,5,2,120
1/1/2021,5,5,17,1020
1/2/2021,5,5,11,660
1/3/2021,5,5,11,660
1/4/2021,5,5,5,300
1/5/2021,5,5,7,420
1/6/2021,5,5,9,540
1/7/2021,5,5,10,600
1/8/2021,5,5,8,480
1/9/2021,5,5,3,180
1/10/2021,5,5,9,540
1/11/2021,5,5,9,540
1/12/2021,5,5,8,480
1/13/2021,5,5,11,660
1/14/2021,5,5,10,600
1/15/2021,5,5,10,600
1/16/2021,5,5,5,300
1/17/2021,5,5,8,480
1/18/2021,5,5,6,360
1/19/2021,5,5,7,420
1/20/2021,5,5,10,600
1/21/2021,5,5,9,540
1/22/2021,5,5,10,600
1/23/2021,5,5,13,780
1/24/2021,5,5,13,780
1/25/2021,5,5,5,300
1/26/2021,5,5,11,660
1/27/2021,5,5,13,780
1/28/2021,5,5,8,480
1/29/2021,5,5,11,660
1/30/2021,5,5,12,720
1/31/2021,5,5,15,900
2/1/2021,5,5,5,300
2/2/2021,5,5,18,1080
2/3/2021,5,5,10,600
2/4/2021,5,5,8,480
2/5/2021,5,5,15,900
2/6/2021,5,5,15,900
2/7/2021,5,5,15,900
2/8/2021,5,5,11,660
2/9/2021,5,5,9,540
2/10/2021,5,5,10,600
2/11/2021,5,5,15,900
2/12/2021,5,5,11,660
2/13/2021,5,5,12,720
2/14/2021,5,5,12,720
2/15/2021,5,5,9,540
2/16/2021,5,5,11,660
2/17/2021,5,5,5,300
2/18/2021,5,5,15,900
2/19/2021,5,5,10,600
2/20/2021,5,5,15,900
2/21/2021,5,5,16,960
2/22/2021,5,5,9,540
2/23/2021,5,5,13,780
2/24/2021,5,5,9,540
2/25/2021,5,5,12,720
2/26/2021,5,5,12,720
2/27/2021,5,5,16,960
2/28/2021,5,5,15,900
2/29/2021,5,5,7,420
3/1/2021,5,5,14,840
3/2/2021,5,5,9,540
3/3/2021,5,5,17,1020
3/4/2021,5,5,8,480
3/5/2021,5,5,13,780
3/6/2021,5,5,15,900
3/7/2021,5,5,16,960
3/8/2021,5,5,14,840
3/9/2021,5,5,15,900
3/10/2021,5,5,14,840
3/11/2021,5,5,18,1080
3/12/2021,5,5,11,660
3/13/2021,5,5,20,1200
3/14/2021,5,5,13,780
3/15/2021,5,5,9,540
3/16/2021,5,5,12,720
3/17/2021,5,5,13,780
3/18/2021,5,5,16,960
3/19/2021,5,5,14,840
3/20/2021,5,5,13,780
3/21/2021,5,5,11,660
3/22/2021,5,5,17,1020
3/23/2021,5,5,5,300
3/24/2021,5,5,16,960
3/25/2021,5,5,12,720
3/26/2021,5,5,14,840
3/27/2021,5,5,12,720
3/28/2021,5,5,16,960
3/29/2021,5,5,7,420
3/30/2021,5,5,12,720
3/31/2021,5,5,13,780
4/1/2021,5,5,18,1080
4/2/2021,5,5,24,1440
4/3/2021,5,5,15,900
4/4/2021,5,5,8,480
4/5/2021,5,5,14,840
4/6/2021,5,5,15,900
4/7/2021,5,5,19,1140
4/8/2021,5,5,22,1320
4/9/2021,5,5,12,720
4/10/2021,5,5,14,840
4/11/2021,5,5,14,840
4/12/2021,5,5,16,960
4/13/2021,5,5,13,780
4/14/2021,5,5,22,1320
4/15/2021,5,5,19,1140
4/16/2021,5,5,19,1140
4/17/2021,5,5,16,960
4/18/2021,5,5,14,840
4/19/2021,5,5,21,1260
4/20/2021,5,5,10,600
4/21/2021,5,5,16,960
4/22/2021,5,5,20,1200
4/23/2021,5,5,13,780
4/24/2021,5,5,21,1260
4/25/2021,5,5,13,780
4/26/2021,5,5,21,1260
4/27/2021,5,5,18,1080
4/28/2021,5,5,20,1200
4/29/2021,5,5,23,1380
4/30/2021,5,5,25,1500
5/1/2021,5,5,25,1500
5/2/2021,5,5,12,720
5/3/2021,5,5,15,900
5/4/2021,5,5,18,1080
5/5/2021,5,5,22,1320
5/6/2021,5,5,17,1020
5/7/2021,5,5,26,1560
5/8/2021,5,5,18,1080
5/9/2021,5,5,14,840
5/10/2021,5,5,11,660
5/11/2021,5,5,17,1020
5/12/2021,5,5,22,1320
5/13/2021,5,5,16,960
5/14/2021,5,5,14,840
5/15/2021,5,5,18,1080
5/16/2021,5,5,12,720
5/17/2021,5,5,16,960
5/18/2021,5,5,21,1260
5/19/2021,5,5,18,1080
5/20/2021,5,5,20,1200
5/21/2021,5,5,20,1200
5/22/2021,5,5,20,1200
5/23/2021,5,5,15,900
5/24/2021,5,5,17,1020
5/25/2021,5,5,11,660
5/26/2021,5,5,15,900
5/27/2021,5,5,25,1500
5/28/2021,5,5,22,1320
5/29/2021,5,5,29,1740
5/30/2021,5,5,16,960
5/31/2021,5,5,11,660
6/1/2021,5,5,15,900
6/2/2021,5,5,24,1440
6/3/2021,5,5,24,1440
6/4/2021,5,5,13,780
6/5/2021,5,5,26,1560
6/6/2021,5,5,6,360
6/7/2021,5,5,21,1260
6/8/2021,5,5,14,840
6/9/2021,5,5,24,1440
6/10/2021,5,5,18,1080
6/11/2021,5,5,18,1080
6/12/2021,5,5,25,1500
6/13/2021,5,5,19,1140
6/14/2021,5,5,13,780
6/15/2021,5,5,10,600
6/16/2021,5,5,16,960
6/17/2021,5,5,23,1380
6/18/2021,5,5,26,1560
6/19/2021,5,5,18,1080
6/20/2021,5,5,14,840
6/21/2021,5,5,13,780
6/22/2021,5,5,12,720
6/23/2021,5,5,24,1440
6/24/2021,5,5,29,1740
6/25/2021,5,5,23,1380
6/26/2021,5,5,22,1320
6/27/2021,5,5,12,720
6/28/2021,5,5,14,840
6/29/2021,5,5,21,1260
6/30/2021,5,5,21,1260
7/1/2021,5,5,16,960
7/2/2021,5,5,20,1200
7/3/2021,5,5,20,1200
7/4/2021,5,5,13,780
7/5/2021,5,5,21,1260
7/6/2021,5,5,14,840
7/7/2021,5,5,15,900
7/8/2021,5,5,15,900
7/9/2021,5,5,25,1500
7/10/2021,5,5,22,1320
7/11/2021,5,5,16,960
7/12/2021,5,5,25,1500
7/13/2021,5,5,15,900
7/14/2021,5,5,14,840
7/15/2021,5,5,25,1500
7/16/2021,5,5,15,900
7/17/2021,5,5,29,1740
7/18/2021,5,5,15,900
7/19/2021,5,5,19,1140
7/20/2021,5,5,13,780
7/21/2021,5,5,14,840
7/22/2021,5,5,28,1680
7/23/2021,5,5,27,1620
7/24/2021,5,5,29,1740
7/25/2021,5,5,17,1020
7/26/2021,5,5,27,1620
7/27/2021,5,5,23,1380
7/28/2021,5,5,19,1140
7/29/2021,5,5,21,1260
7/30/2021,5,5,17,1020
7/31/2021,5,5,23,1380
8/1/2021,5,5,17,1020
8/2/2021,5,5,20,1200
8/3/2021,5,5,13,780
8/4/2021,5,5,16,960
8/5/2021,5,5,16,960
8/6/2021,5,5,17,1020
8/7/2021,5,5,23,1380
8/8/2021,5,5,13,780
8/9/2021,5,5,14,840
8/10/2021,5,5,17,1020
8/11/2021,5,5,12,720
8/12/2021,5,5,13,780
8/13/2021,5,5,22,1320
8/14/2021,5,5,19,1140
8/15/2021,5,5,12,720
8/16/2021,5,5,11,660
8/17/2021,5,5,16,960
8/18/2021,5,5,24,1440
8/19/2021,5,5,11,660
8/20/2021,5,5,15,900
8/21/2021,5,5,21,1260
8/22/2021,5,5,14,840
8/23/2021,5,5,14,840
8/24/2021,5,5,19,1140
8/25/2021,5,5,12,720
8/26/2021,5,5,31,1860
8/27/2021,5,5,12,720
8/28/2021,5,5,21,1260
8/29/2021,5,5,15,900
8/30/2021,5,5,19,1140
8/31/2021,5,5,9,540
9/1/2021,5,5,12,720
9/2/2021,5,5,25,1500
9/3/2021,5,5,12,720
9/4/2021,5,5,16,960
9/5/2021,5,5,14,840
9/6/2021,5,5,11,660
9/7/2021,5,5,9,540
9/8/2021,5,5,15,900
9/9/2021,5,5,12,720
9/10/2021,5,5,19,1140
9/11/2021,5,5,22,1320
9/12/2021,5,5,11,660
9/13/2021,5,5,20,1200
9/14/2021,5,5,26,1560
9/15/2021,5,5,18,1080
9/16/2021,5,5,14,840
9/17/2021,5,5,22,1320
9/18/2021,5,5,21,1260
9/19/2021,5,5,13,780
9/20/2021,5,5,13,780
9/21/2021,5,5,7,420
9/22/2021,5,5,16,960
9/23/2021,5,5,13,780
9/24/2021,5,5,13,780
9/25/2021,5,5,15,900
9/26/2021,5,5,11,660
9/27/2021,5,5,13,780
9/28/2021,5,5,19,1140
9/29/2021,5,5,14,840
9/30/2021,5,5,19,1140
10/1/2021,5,5,18,1080
10/2/2021,5,5,19,1140
10/3/2021,5,5,9,540
10/4/2021,5,5,19,1140
10/5/2021,5,5,19,1140
10/6/2021,5,5,17,1020
10/7/2021,5,5,16,960
10/8/2021,5,5,14,840
10/9/2021,5,5,18,1080
10/10/2021,5,5,8,480
10/11/2021,5,5,10,600
10/12/2021,5,5,8,480
10/13/2021,5,5,13,780
10/14/2021,5,5,20,1200
10/15/2021,5,5,24,1440
10/16/2021,5,5,19,1140
10/17/2021,5,5,11,660
10/18/2021,5,5,15,900
10/19/2021,5,5,16,960
10/20/2021,5,5,22,1320
10/21/2021,5,5,24,1440
10/22/2021,5,5,11,660
10/23/2021,5,5,15,900
10/24/2021,5,5,8,480
10/25/2021,5,5,8,480
10/26/2021,5,5,14,840
10/27/2021,5,5,15,900
10/28/2021,5,5,13,780
10/29/2021,5,5,20,1200
10/30/2021,5,5,21,1260
10/31/2021,5,5,7,420
11/1/2021,5,5,11,660
11/2/2021,5,5,10,600
11/3/2021,5,5,22,1320
11/4/2021,5,5,22,1320
11/5/2021,5,5,17,1020
11/6/2021,5,5,15,900
11/7/2021,5,5,17,1020
11/8/2021,5,5,11,660
11/9/2021,5,5,14,840
11/10/2021,5,5,13,780
11/11/2021,5,5,15,900
11/12/2021,5,5,13,780
11/13/2021,5,5,21,1260
11/14/2021,5,5,9,540
11/15/2021,5,5,24,1440
11/16/2021,5,5,16,960
11/17/2021,5,5,16,960
11/18/2021,5,5,20,1200
11/19/2021,5,5,16,960
11/20/2021,5,5,14,840
11/21/2021,5,5,12,720
11/22/2021,5,5,9,540
11/23/2021,5,5,23,1380
11/24/2021,5,5,16,960
11/25/2021,5,5,13,780
11/26/2021,5,5,22,1320
11/27/2021,5,5,17,1020
11/28/2021,5,5,10,600
11/29/2021,5,5,13,780
11/30/2021,5,5,20,1200
12/1/2021,5,5,8,480
12/2/2021,5,5,12,720
12/3/2021,5,5,12,720
12/4/2021,5,5,10,600
12/5/2021,5,5,12,720
12/6/2021,5,5,11,660
12/7/2021,5,5,9,540
12/8/2021,5,5,7,420
12/9/2021,5,5,12,720
12/10/2021,5,5,21,1260
12/11/2021,5,5,12,720
12/12/2021,5,5,10,600
12/13/2021,5,5,7,420
12/14/2021,5,5,12,720
12/15/2021,5,5,16,960
12/16/2021,5,5,12,720
12/17/2021,5,5,23,1380
12/18/2021,5,5,19,1140
12/19/2021,5,5,8,480
12/20/2021,5,5,8,480
12/21/2021,5,5,10,600
12/22/2021,5,5,10,600
12/23/2021,5,5,9,540
12/24/2021,5,5,15,900
12/25/2021,5,5,14,840
12/26/2021,5,5,7,420
12/27/2021,5,5,8,480
12/28/2021,5,5,7,420
12/29/2021,5,5,12,720
12/30/2021,5,5,10,600
12/31/2021,5,5,8,480
1/1/2022,5,5,14,840
1/2/2022,5,5,16,960
1/3/2022,5,5,9,540
1/4/2022,5,5,8,480
1/5/2022,5,5,9,540
1/6/2022,5,5,14,840
1/7/2022,5,5,11,660
1/8/2022,5,5,18,1080
1/9/2022,5,5,11,660
1/10/2022,5,5,9,540
1/11/2022,5,5,8,480
1/12/2022,5,5,16,960
1/13/2022,5,5,7,420
1/14/2022,5,5,14,840
1/15/2022,5,5,14,840
1/16/2022,5,5,12,720
1/17/2022,5,5,9,540
1/18/2022,5,5,8,480
1/19/2022,5,5,6,360
1/20/2022,5,5,17,1020
1/21/2022,5,5,6,360
1/22/2022,5,5,14,840
1/23/2022,5,5,8,480
1/24/2022,5,5,11,660
1/25/2022,5,5,13,780
1/26/2022,5,5,18,1080
1/27/2022,5,5,15,900
1/28/2022,5,5,14,840
1/29/2022,5,5,9,540
1/30/2022,5,5,9,540
1/31/2022,5,5,10,600
2/1/2022,5,5,10,600
2/2/2022,5,5,17,1020
2/3/2022,5,5,5,300
2/4/2022,5,5,13,780
2/5/2022,5,5,10,600
2/6/2022,5,5,15,900
2/7/2022,5,5,11,660
2/8/2022,5,5,17,1020
2/9/2022,5,5,12,720
2/10/2022,5,5,13,780
2/11/2022,5,5,15,900
2/12/2022,5,5,10,600
2/13/2022,5,5,12,720
2/14/2022,5,5,15,900
2/15/2022,5,5,6,360
2/16/2022,5,5,12,720
2/17/2022,5,5,10,600
2/18/2022,5,5,23,1380
2/19/2022,5,5,14,840
2/20/2022,5,5,11,660
2/21/2022,5,5,12,720
2/22/2022,5,5,15,900
2/23/2022,5,5,9,540
2/24/2022,5,5,14,840
2/25/2022,5,5,13,780
2/26/2022,5,5,15,900
2/27/2022,5,5,6,360
2/28/2022,5,5,7,420
3/1/2022,5,5,13,780
3/2/2022,5,5,18,1080
3/3/2022,5,5,10,600
3/4/2022,5,5,17,1020
3/5/2022,5,5,19,1140
3/6/2022,5,5,10,600
3/7/2022,5,5,18,1080
3/8/2022,5,5,14,840
3/9/2022,5,5,8,480
3/10/2022,5,5,18,1080
3/11/2022,5,5,13,780
3/12/2022,5,5,13,780
3/13/2022,5,5,14,840
3/14/2022,5,5,15,900
3/15/2022,5,5,7,420
3/16/2022,5,5,11,660
3/17/2022,5,5,22,1320
3/18/2022,5,5,15,900
3/19/2022,5,5,17,1020
3/20/2022,5,5,9,540
3/21/2022,5,5,16,960
3/22/2022,5,5,16,960
3/23/2022,5,5,13,780
3/24/2022,5,5,18,1080
3/25/2022,5,5,19,1140
3/26/2022,5,5,21,1260
3/27/2022,5,5,13,780
3/28/2022,5,5,15,900
3/29/2022,5,5,15,900
3/30/2022,5,5,16,960
3/31/2022,5,5,14,840
4/1/2022,5,5,18,1080
4/2/2022,5,5,20,1200
4/3/2022,5,5,13,780
4/4/2022,5,5,21,1260
4/5/2022,5,5,16,960
4/6/2022,5,5,22,1320
4/7/2022,5,5,16,960
4/8/2022,5,5,23,1380
4/9/2022,5,5,20,1200
4/10/2022,5,5,10,600
4/11/2022,5,5,16,960
4/12/2022,5,5,13,780
4/13/2022,5,5,11,660
4/14/2022,5,5,16,960
4/15/2022,5,5,19,1140
4/16/2022,5,5,24,1440
4/17/2022,5,5,15,900
4/18/2022,5,5,9,540
4/19/2022,5,5,14,840
4/20/2022,5,5,20,1200
4/21/2022,5,5,25,1500
4/22/2022,5,5,10,600
4/23/2022,5,5,21,1260
4/24/2022,5,5,20,1200
4/25/2022,5,5,19,1140
4/26/2022,5,5,12,720
4/27/2022,5,5,15,900
4/28/2022,5,5,17,1020
4/29/2022,5,5,13,780
4/30/2022,5,5,23,1380
5/1/2022,5,5,22,1320
5/2/2022,5,5,18,1080
5/3/2022,5,5,21,1260
5/4/2022,5,5,19,1140
5/5/2022,5,5,22,1320
5/6/2022,5,5,16,960
5/7/2022,5,5,19,1140
5/8/2022,5,5,8,480
5/9/2022,5,5,14,840
5/10/2022,5,5,18,1080
5/11/2022,5,5,13,780
5/12/2022,5,5,21,1260
5/13/2022,5,5,25,1500
5/14/2022,5,5,20,1200
5/15/2022,5,5,18,1080
5/16/2022,5,5,16,960
5/17/2022,5,5,13,780
5/18/2022,5,5,19,1140
5/19/2022,5,5,21,1260
5/20/2022,5,5,17,1020
5/21/2022,5,5,24,1440
5/22/2022,5,5,14,840
5/23/2022,5,5,25,1500
5/24/2022,5,5,19,1140
5/25/2022,5,5,17,1020
5/26/2022,5,5,16,960
5/27/2022,5,5,15,900
5/28/2022,5,5,17,1020
5/29/2022,5,5,9,540
5/30/2022,5,5,11,660
5/31/2022,5,5,17,1020
6/1/2022,5,5,15,900
6/2/2022,5,5,18,1080
6/3/2022,5,5,23,1380
6/4/2022,5,5,32,1920
6/5/2022,5,5,11,660
6/6/2022,5,5,19,1140
6/7/2022,5,5,20,1200
6/8/2022,5,5,18,1080
6/9/2022,5,5,16,960
6/10/2022,5,5,17,1020
6/11/2022,5,5,22,1320
6/12/2022,5,5,17,1020
6/13/2022,5,5,17,1020
6/14/2022,5,5,14,840
6/15/2022,5,5,23,1380
6/16/2022,5,5,25,1500
6/17/2022,5,5,22,1320
6/18/2022,5,5,24,1440
6/19/2022,5,5,13,780
6/20/2022,5,5,13,780
6/21/2022,5,5,21,1260
6/22/2022,5,5,11,660
6/23/2022,5,5,16,960
6/24/2022,5,5,24,1440
6/25/2022,5,5,18,1080
6/26/2022,5,5,15,900
6/27/2022,5,5,16,960
6/28/2022,5,5,17,1020
6/29/2022,5,5,22,1320
6/30/2022,5,5,26,1560
7/1/2022,5,5,22,1320
7/2/2022,5,5,28,1680
7/3/2022,5,5,18,1080
7/4/2022,5,5,21,1260
7/5/2022,5,5,26,1560
7/6/2022,5,5,22,1320
7/7/2022,5,5,23,1380
7/8/2022,5,5,29,1740
7/9/2022,5,5,33,1980
7/10/2022,5,5,22,1320
7/11/2022,5,5,22,1320
7/12/2022,5,5,22,1320
7/13/2022,5,5,20,1200
7/14/2022,5,5,19,1140
7/15/2022,5,5,24,1440
7/16/2022,5,5,23,1380
7/17/2022,5,5,28,1680
7/18/2022,5,5,25,1500
7/19/2022,5,5,17,1020
7/20/2022,5,5,32,1920
7/21/2022,5,5,29,1740
7/22/2022,5,5,29,1740
7/23/2022,5,5,22,1320
7/24/2022,5,5,12,720
7/25/2022,5,5,19,1140
7/26/2022,5,5,18,1080
7/27/2022,5,5,23,1380
7/28/2022,5,5,12,720
7/29/2022,5,5,17,1020
7/30/2022,5,5,18,1080
7/31/2022,5,5,17,1020
8/1/2022,5,5,21,1260
8/2/2022,5,5,21,1260
8/3/2022,5,5,19,1140
8/4/2022,5,5,16,960
8/5/2022,5,5,22,1320
8/6/2022,5,5,16,960
8/7/2022,5,5,9,540
8/8/2022,5,5,19,1140
8/9/2022,5,5,13,780
8/10/2022,5,5,22,1320
8/11/2022,5,5,17,1020
8/12/2022,5,5,18,1080
8/13/2022,5,5,14,840
8/14/2022,5,5,11,660
8/15/2022,5,5,17,1020
8/16/2022,5,5,15,900
8/17/2022,5,5,14,840
8/18/2022,5,5,13,780
8/19/2022,5,5,23,1380
8/20/2022,5,5,13,780
8/21/2022,5,5,13,780
8/22/2022,5,5,21,1260
8/23/2022,5,5,13,780
8/24/2022,5,5,16,960
8/25/2022,5,5,26,1560
8/26/2022,5,5,18,1080
8/27/2022,5,5,12,720
8/28/2022,5,5,23,1380
8/29/2022,5,5,21,1260
8/30/2022,5,5,18,1080
8/31/2022,5,5,19,1140
9/1/2022,5,5,17,1020
9/2/2022,5,5,18,1080
9/3/2022,5,5,22,1320
9/4/2022,5,5,20,1200
9/5/2022,5,5,24,1440
9/6/2022,5,5,20,1200
9/7/2022,5,5,16,960
9/8/2022,5,5,13,780
9/9/2022,5,5,18,1080
9/10/2022,5,5,20,1200
9/11/2022,5,5,14,840
9/12/2022,5,5,17,1020
9/13/2022,5,5,15,900
9/14/2022,5,5,15,900
9/15/2022,5,5,17,1020
9/16/2022,5,5,13,780
9/17/2022,5,5,25,1500
9/18/2022,5,5,13,780
9/19/2022,5,5,15,900
9/20/2022,5,5,13,780
9/21/2022,5,5,15,900
9/22/2022,5,5,16,960
9/23/2022,5,5,17,1020
9/24/2022,5,5,26,1560
9/25/2022,5,5,5,300
9/26/2022,5,5,13,780
9/27/2022,5,5,21,1260
9/28/2022,5,5,12,720
9/29/2022,5,5,13,780
9/30/2022,5,5,17,1020
10/1/2022,5,5,20,1200
10/2/2022,5,5,16,960
10/3/2022,5,5,14,840
10/4/2022,5,5,10,600
10/5/2022,5,5,9,540
10/6/2022,5,5,20,1200
10/7/2022,5,5,13,780
10/8/2022,5,5,19,1140
10/9/2022,5,5,11,660
10/10/2022,5,5,25,1500
10/11/2022,5,5,15,900
10/12/2022,5,5,14,840
10/13/2022,5,5,13,780
10/14/2022,5,5,26,1560
10/15/2022,5,5,15,900
10/16/2022,5,5,14,840
10/17/2022,5,5,17,1020
10/18/2022,5,5,12,720
10/19/2022,5,5,15,900
10/20/2022,5,5,9,540
10/21/2022,5,5,20,1200
10/22/2022,5,5,12,720
10/23/2022,5,5,12,720
10/24/2022,5,5,18,1080
10/25/2022,5,5,14,840
10/26/2022,5,5,16,960
10/27/2022,5,5,15,900
10/28/2022,5,5,22,1320
10/29/2022,5,5,17,1020
10/30/2022,5,5,11,660
10/31/2022,5,5,5,300
11/1/2022,5,5,22,1320
11/2/2022,5,5,17,1020
11/3/2022,5,5,25,1500
11/4/2022,5,5,18,1080
11/5/2022,5,5,20,1200
11/6/2022,5,5,14,840
11/7/2022,5,5,13,780
11/8/2022,5,5,18,1080
11/9/2022,5,5,19,1140
11/10/2022,5,5,16,960
11/11/2022,5,5,15,900
11/12/2022,5,5,22,1320
11/13/2022,5,5,13,780
11/14/2022,5,5,9,540
11/15/2022,5,5,15,900
11/16/2022,5,5,16,960
11/17/2022,5,5,10,600
